Casos,Casos confirmados,Casos probables,Departamentos,Distritos,Provincias,Año,Eventos o daños,Semana
0,0,0,ANCASH,SANTA,SANTA,2017,Dengue,51
2,2,0,UCAYALI,MASISEA,CORONEL PORTILLO,2017,Dengue,51
0,0,0,ICA,ICA,ICA,2017,Dengue,51
0,0,0,LIMA,SANTIAGO DE SURCO,LIMA,2017,Dengue,51
0,0,0,LORETO,NAPO,MAYNAS,2017,Dengue,51
0,0,0,PIURA,LA BREA,TALARA,2017,Dengue,51
0,0,0,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2017,Dengue,51
0,0,0,PIURA,FRIAS,AYABACA,2017,Dengue,51
0,0,0,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,2017,Dengue,51
0,0,0,SAN MARTIN,CALZADA,MOYOBAMBA,2017,Dengue,51
0,0,0,ICA,TAMBO DE MORA,CHINCHA,2017,Dengue,51
0,0,0,PIURA,MORROPON,MORROPON,2017,Dengue,51
0,0,0,LAMBAYEQUE,MORROPE,LAMBAYEQUE,2017,Dengue,51
0,0,0,LA LIBERTAD,JEQUETEPEQUE,PACASMAYO,2017,Dengue,51
0,0,0,SAN MARTIN,TOCACHE,TOCACHE,2017,Dengue,51
0,0,0,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,2017,Dengue,51
9,9,0,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2017,Dengue,51
0,0,0,LORETO,YAVARI,MARISCAL RAMON CASTILLA,2017,Dengue,51
0,0,0,PIURA,PACAIPAMPA,AYABACA,2017,Dengue,51
0,0,0,LA LIBERTAD,CASA GRANDE,ASCOPE,2017,Dengue,51
0,0,0,ICA,EL INGENIO,NASCA,2017,Dengue,51
0,0,0,LA LIBERTAD,CHAO,VIRU,2017,Dengue,51
0,0,0,UCAYALI,ALEXANDER VON HUMBOLDT,PADRE ABAD,2017,Dengue,51
0,0,0,LAMBAYEQUE,PUCALA,CHICLAYO,2017,Dengue,51
0,0,0,LA LIBERTAD,SALAVERRY,TRUJILLO,2017,Dengue,51
0,0,0,SAN MARTIN,RIOJA,RIOJA,2017,Dengue,51
0,0,0,LA LIBERTAD,SAN PEDRO DE LLOC,PACASMAYO,2017,Dengue,51
0,0,0,PIURA,COLAN,PAITA,2017,Dengue,51
1,0,1,LA LIBERTAD,SAN JOSE,PACASMAYO,2017,Dengue,51
0,0,0,SAN MARTIN,HUALLAGA,BELLAVISTA,2017,Dengue,51
0,0,0,ANCASH,COISHCO,SANTA,2017,Dengue,51
0,0,0,UCAYALI,SEPAHUA,ATALAYA,2017,Dengue,51
0,0,0,JUNIN,MAZAMARI,SATIPO,2017,Dengue,51
0,0,0,PIURA,HUARMACA,HUANCABAMBA,2017,Dengue,51
1,0,1,AYACUCHO,SIVIA,HUANTA,2017,Dengue,51
5,0,5,LA LIBERTAD,CHEPEN,CHEPEN,2017,Dengue,51
0,0,0,ICA,OCUCAJE,ICA,2017,Dengue,51
4,4,0,MADRE DE DIOS,LAS PIEDRAS,TAMBOPATA,2017,Dengue,51
0,0,0,ANCASH,CHIMBOTE,SANTA,2017,Dengue,51
0,0,0,LORETO,URARINAS,LORETO,2017,Dengue,51
0,0,0,PIURA,LANCONES,SULLANA,2017,Dengue,51
0,0,0,ICA,CHINCHA BAJA,CHINCHA,2017,Dengue,51
0,0,0,HUANUCO,DANIEL ALOMIA ROBLES,LEONCIO PRADO,2017,Dengue,51
0,0,0,LORETO,ALTO TAPICHE,REQUENA,2017,Dengue,51
0,0,0,PIURA,PARI�AS,TALARA,2017,Dengue,51
0,0,0,ANCASH,CASMA,CASMA,2017,Dengue,51
0,0,0,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,2017,Dengue,51
0,0,0,LORETO,TIGRE,LORETO,2017,Dengue,51
0,0,0,LAMBAYEQUE,TUMAN,CHICLAYO,2017,Dengue,51
0,0,0,LAMBAYEQUE,LAGUNAS,CHICLAYO,2017,Dengue,51
0,0,0,CAJAMARCA,BELLAVISTA,JAEN,2017,Dengue,51
0,0,0,LORETO,NAUTA,LORETO,2017,Dengue,51
0,0,0,ICA,TUPAC AMARU INCA,PISCO,2017,Dengue,51
0,0,0,ICA,CHANGUILLO,NASCA,2017,Dengue,51
0,0,0,PIURA,SANTA CATALINA DE MOSSA,MORROPON,2017,Dengue,51
0,0,0,LORETO,SAN PABLO,MARISCAL RAMON CASTILLA,2017,Dengue,51
0,0,0,ICA,EL CARMEN,CHINCHA,2017,Dengue,51
0,0,0,PIURA,JILILI,AYABACA,2017,Dengue,51
0,0,0,ICA,PALPA,PALPA,2017,Dengue,51
0,0,0,ICA,SUBTANJALLA,ICA,2017,Dengue,51
0,0,0,LIMA,SAN MARTIN DE PORRES,LIMA,2017,Dengue,51
0,0,0,ICA,ALTO LARAN,CHINCHA,2017,Dengue,51
0,0,0,SAN MARTIN,SAN JOSE DE SISA,EL DORADO,2017,Dengue,51
0,0,0,ICA,SAN JUAN BAUTISTA,ICA,2017,Dengue,51
0,0,0,TUMBES,CASITAS,CONTRALMIRANTE VILLAR,2017,Dengue,51
0,0,0,PIURA,SONDOR,HUANCABAMBA,2017,Dengue,51
0,0,0,PIURA,LAS LOMAS,PIURA,2017,Dengue,51
0,0,0,SAN MARTIN,PAJARILLO,MARISCAL CACERES,2017,Dengue,51
0,0,0,LORETO,PADRE MARQUEZ,UCAYALI,2017,Dengue,51
0,0,0,LAMBAYEQUE,PACORA,LAMBAYEQUE,2017,Dengue,51
1,0,1,LA LIBERTAD,CHOCOPE,ASCOPE,2017,Dengue,51
0,0,0,ICA,GROCIO PRADO,CHINCHA,2017,Dengue,51
0,0,0,SAN MARTIN,HUICUNGO,MARISCAL CACERES,2017,Dengue,51
0,0,0,LORETO,PUTUMAYO,PUTUMAYO,2017,Dengue,51
0,0,0,IMPORTADOS,IMPORTADOS,IMPORTADOS,2017,Dengue,51
0,0,0,ICA,VISTA ALEGRE,NASCA,2017,Dengue,51
0,0,0,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,2017,Dengue,51
0,0,0,PIURA,SALITRAL,SULLANA,2017,Dengue,51
0,0,0,LA LIBERTAD,PAIJAN,ASCOPE,2017,Dengue,51
0,0,0,LA LIBERTAD,ASCOPE,ASCOPE,2017,Dengue,51
0,0,0,SAN MARTIN,TABALOSOS,LAMAS,2017,Dengue,51
0,0,0,SAN MARTIN,POLVORA,TOCACHE,2017,Dengue,51
0,0,0,PIURA,YAMANGO,MORROPON,2017,Dengue,51
0,0,0,CAJAMARCA,YONAN,CONTUMAZA,2017,Dengue,51
0,0,0,LAMBAYEQUE,PITIPO,FERRE�AFE,2017,Dengue,51
0,0,0,PIURA,QUERECOTILLO,SULLANA,2017,Dengue,51
0,0,0,PIURA,SALITRAL,MORROPON,2017,Dengue,51
0,0,0,ANCASH,NEPE�A,SANTA,2017,Dengue,51
0,0,0,ICA,SAN JOSE DE LOS MOLINOS,ICA,2017,Dengue,51
0,0,0,CAJAMARCA,CONTUMAZA,CONTUMAZA,2017,Dengue,51
0,0,0,HUANUCO,YUYAPICHIS,PUERTO INCA,2017,Dengue,51
0,0,0,UCAYALI,IRAZOLA,PADRE ABAD,2017,Dengue,51
0,0,0,AYACUCHO,SAN MIGUEL,LA MAR,2017,Dengue,51
0,0,0,LA LIBERTAD,GUADALUPITO,VIRU,2017,Dengue,51
0,0,0,PIURA,LA UNION,PIURA,2017,Dengue,51
27,4,23,LORETO,SAN JUAN BAUTISTA,MAYNAS,2017,Dengue,51
0,0,0,SAN MARTIN,CACATACHI,SAN MARTIN,2017,Dengue,51
1,0,1,PIURA,PAITA,PAITA,2017,Dengue,51
3,3,0,AMAZONAS,BAGUA,BAGUA,2017,Dengue,51
0,0,0,SAN MARTIN,BELLAVISTA,BELLAVISTA,2017,Dengue,51
0,0,0,ANCASH,BUENA VISTA ALTA,CASMA,2017,Dengue,51
0,0,0,TUMBES,TUMBES,TUMBES,2017,Dengue,51
0,0,0,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,2017,Dengue,51
0,0,0,LORETO,PUNCHANA,MAYNAS,2017,Dengue,51
0,0,0,PIURA,SAPILLICA,AYABACA,2017,Dengue,51
0,0,0,AMAZONAS,CUMBA,UTCUBAMBA,2017,Dengue,51
1,1,0,PIURA,LA ARENA,PIURA,2017,Dengue,51
1,0,1,CUSCO,KIMBIRI,LA CONVENCION,2017,Dengue,51
2,0,2,JUNIN,RIO TAMBO,SATIPO,2017,Dengue,51
0,0,0,SAN MARTIN,SHANAO,LAMAS,2017,Dengue,51
0,0,0,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,2017,Dengue,51
0,0,0,LIMA,SAN JUAN DE LURIGANCHO,LIMA,2017,Dengue,51
0,0,0,MADRE DE DIOS,HUEPETUHE,MANU,2017,Dengue,51
0,0,0,PIURA,BUENOS AIRES,MORROPON,2017,Dengue,51
7,7,0,PIURA,SULLANA,SULLANA,2017,Dengue,51
0,0,0,CAJAMARCA,CAJAMARCA,CAJAMARCA,2017,Dengue,51
0,0,0,JUNIN,RIO NEGRO,SATIPO,2017,Dengue,51
1,1,0,AMAZONAS,FLORIDA,BONGARA,2017,Dengue,51
0,0,0,PIURA,LOS ORGANOS,TALARA,2017,Dengue,51
18,18,0,UCAYALI,CALLERIA,CORONEL PORTILLO,2017,Dengue,51
0,0,0,SAN MARTIN,BAJO BIAVO,BELLAVISTA,2017,Dengue,51
0,0,0,LAMBAYEQUE,SA�A,CHICLAYO,2017,Dengue,51
0,0,0,LAMBAYEQUE,OLMOS,LAMBAYEQUE,2017,Dengue,51
0,0,0,SAN MARTIN,SACANCHE,HUALLAGA,2017,Dengue,51
4,0,4,ICA,LA TINGUI�A,ICA,2017,Dengue,51
0,0,0,LORETO,PARINARI,LORETO,2017,Dengue,51
0,0,0,ICA,SUNAMPE,CHINCHA,2017,Dengue,51
0,0,0,LA LIBERTAD,PACANGA,CHEPEN,2017,Dengue,51
1,1,0,UCAYALI,RAYMONDI,ATALAYA,2017,Dengue,51
0,0,0,SAN MARTIN,PACHIZA,MARISCAL CACERES,2017,Dengue,51
0,0,0,PIURA,LA MATANZA,MORROPON,2017,Dengue,51
0,0,0,TUMBES,MATAPALO,ZARUMILLA,2017,Dengue,51
0,0,0,AMAZONAS,BAGUA GRANDE,UTCUBAMBA,2017,Dengue,51
0,0,0,ICA,SANTIAGO,ICA,2017,Dengue,51
1,1,0,PIURA,CURA MORI,PIURA,2017,Dengue,51
0,0,0,SAN MARTIN,RUMISAPA,LAMAS,2017,Dengue,51
0,0,0,ICA,LOS AQUIJES,ICA,2017,Dengue,51
0,0,0,LIMA,LOS OLIVOS,LIMA,2017,Dengue,51
0,0,0,LIMA,RIMAC,LIMA,2017,Dengue,51
0,0,0,CUSCO,VILLA KINTIARINA,LA CONVENCION,2017,Dengue,52
0,0,0,LORETO,URARINAS,LORETO,2017,Dengue,52
0,0,0,ICA,ALTO LARAN,CHINCHA,2017,Dengue,52
0,0,0,PIURA,SONDOR,HUANCABAMBA,2017,Dengue,52
48,48,0,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2017,Dengue,52
0,0,0,ICA,PARCONA,ICA,2017,Dengue,52
0,0,0,SAN MARTIN,SAPOSOA,HUALLAGA,2017,Dengue,52
0,0,0,PIURA,SALITRAL,MORROPON,2017,Dengue,52
0,0,0,SAN MARTIN,NUEVO PROGRESO,TOCACHE,2017,Dengue,52
0,0,0,AYACUCHO,SAN JUAN BAUTISTA,HUAMANGA,2017,Dengue,52
0,0,0,ICA,TUPAC AMARU INCA,PISCO,2017,Dengue,52
0,0,0,LAMBAYEQUE,REQUE,CHICLAYO,2017,Dengue,52
0,0,0,PIURA,ARENAL,PAITA,2017,Dengue,52
0,0,0,ICA,PUEBLO NUEVO,ICA,2017,Dengue,52
0,0,0,LIMA,LOS OLIVOS,LIMA,2017,Dengue,52
0,0,0,PIURA,MORROPON,MORROPON,2017,Dengue,52
0,0,0,PIURA,BUENOS AIRES,MORROPON,2017,Dengue,52
0,0,0,SAN MARTIN,LAMAS,LAMAS,2017,Dengue,52
0,0,0,LA LIBERTAD,SAN JOSE,PACASMAYO,2017,Dengue,52
0,0,0,SAN MARTIN,CACATACHI,SAN MARTIN,2017,Dengue,52
0,0,0,ICA,EL CARMEN,CHINCHA,2017,Dengue,52
0,0,0,LA LIBERTAD,EL PORVENIR,TRUJILLO,2017,Dengue,52
0,0,0,PIURA,SONDORILLO,HUANCABAMBA,2017,Dengue,52
0,0,0,ICA,CHINCHA ALTA,CHINCHA,2017,Dengue,52
0,0,0,LIMA,ATE,LIMA,2017,Dengue,52
0,0,0,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,2017,Dengue,52
0,0,0,PIURA,SAN JUAN DE BIGOTE,MORROPON,2017,Dengue,52
0,0,0,LIMA,INDEPENDENCIA,LIMA,2017,Dengue,52
0,0,0,AYACUCHO,SAN MIGUEL,LA MAR,2017,Dengue,52
0,0,0,PIURA,LAS LOMAS,PIURA,2017,Dengue,52
0,0,0,SAN MARTIN,SAN ROQUE DE CUMBAZA,LAMAS,2017,Dengue,52
0,0,0,AYACUCHO,SIVIA,HUANTA,2017,Dengue,52
0,0,0,LAMBAYEQUE,CHICLAYO,CHICLAYO,2017,Dengue,52
0,0,0,ICA,GROCIO PRADO,CHINCHA,2017,Dengue,52
0,0,0,LAMBAYEQUE,MONSEFU,CHICLAYO,2017,Dengue,52
0,0,0,ANCASH,BUENA VISTA ALTA,CASMA,2017,Dengue,52
0,0,0,ICA,SAN JUAN BAUTISTA,ICA,2017,Dengue,52
0,0,0,ICA,SANTA CRUZ,PALPA,2017,Dengue,52
2,2,0,PIURA,VEINTISEIS DE OCTUBRE,PIURA,2017,Dengue,52
0,0,0,SAN MARTIN,TARAPOTO,SAN MARTIN,2017,Dengue,52
0,0,0,LA LIBERTAD,CASA GRANDE,ASCOPE,2017,Dengue,52
0,0,0,ANCASH,SANTA,SANTA,2017,Dengue,52
0,0,0,MADRE DE DIOS,LABERINTO,TAMBOPATA,2017,Dengue,52
0,0,0,CUSCO,ECHARATE,LA CONVENCION,2017,Dengue,52
0,0,0,PIURA,CURA MORI,PIURA,2017,Dengue,52
4,4,0,PIURA,LA ARENA,PIURA,2017,Dengue,52
0,0,0,CAJAMARCA,CONTUMAZA,CONTUMAZA,2017,Dengue,52
0,0,0,LIMA,CHORRILLOS,LIMA,2017,Dengue,52
0,0,0,CAJAMARCA,TANTARICA,CONTUMAZA,2017,Dengue,52
0,0,0,PIURA,HUANCABAMBA,HUANCABAMBA,2017,Dengue,52
0,0,0,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,2017,Dengue,52
0,0,0,PIURA,AMOTAPE,PAITA,2017,Dengue,52
0,0,0,LA LIBERTAD,SALAVERRY,TRUJILLO,2017,Dengue,52
0,0,0,PIURA,JILILI,AYABACA,2017,Dengue,52
0,0,0,LA LIBERTAD,GUADALUPE,PACASMAYO,2017,Dengue,52
0,0,0,PIURA,HUARMACA,HUANCABAMBA,2017,Dengue,52
0,0,0,TUMBES,SAN JUAN DE LA VIRGEN,TUMBES,2017,Dengue,52
0,0,0,ICA,CHANGUILLO,NASCA,2017,Dengue,52
0,0,0,ICA,OCUCAJE,ICA,2017,Dengue,52
3,3,0,PIURA,CASTILLA,PIURA,2017,Dengue,52
1,1,0,LORETO,BELEN,MAYNAS,2017,Dengue,52
1,1,0,PIURA,CHULUCANAS,MORROPON,2017,Dengue,52
0,0,0,UCAYALI,PADRE ABAD,PADRE ABAD,2017,Dengue,52
0,0,0,LIMA,SANTIAGO DE SURCO,LIMA,2017,Dengue,52
1,0,1,LORETO,NAPO,MAYNAS,2017,Dengue,52
0,0,0,JUNIN,PICHANAQUI,CHANCHAMAYO,2017,Dengue,52
0,0,0,LAMBAYEQUE,MORROPE,LAMBAYEQUE,2017,Dengue,52
0,0,0,SAN MARTIN,SHANAO,LAMAS,2017,Dengue,52
0,0,0,LORETO,SAQUENA,REQUENA,2017,Dengue,52
2,0,2,AYACUCHO,SANTA ROSA,LA MAR,2017,Dengue,52
0,0,0,ANCASH,NEPE�A,SANTA,2017,Dengue,52
0,0,0,TUMBES,ZARUMILLA,ZARUMILLA,2017,Dengue,52
0,0,0,CUSCO,CUSCO,CUSCO,2017,Dengue,52
0,0,0,LIMA,LURIGANCHO,LIMA,2017,Dengue,52
0,0,0,SAN MARTIN,SAN FERNANDO,RIOJA,2017,Dengue,52
0,0,0,ICA,SANTIAGO,ICA,2017,Dengue,52
0,0,0,LA LIBERTAD,VIRU,VIRU,2017,Dengue,52
0,0,0,ICA,TATE,ICA,2017,Dengue,52
0,0,0,LORETO,NAUTA,LORETO,2017,Dengue,52
0,0,0,SAN MARTIN,LA BANDA DE SHILCAYO,SAN MARTIN,2017,Dengue,52
0,0,0,SAN MARTIN,HUALLAGA,BELLAVISTA,2017,Dengue,52
0,0,0,SAN MARTIN,SAN ANTONIO,SAN MARTIN,2017,Dengue,52
0,0,0,JUNIN,PERENE,CHANCHAMAYO,2017,Dengue,52
0,0,0,SAN MARTIN,PISCOYACU,HUALLAGA,2017,Dengue,52
0,0,0,LIMA,LIMA,LIMA,2017,Dengue,52
6,6,0,UCAYALI,MANANTAY,CORONEL PORTILLO,2017,Dengue,52
0,0,0,PIURA,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,2017,Dengue,52
0,0,0,SAN MARTIN,PACHIZA,MARISCAL CACERES,2017,Dengue,52
0,0,0,ICA,CHINCHA BAJA,CHINCHA,2017,Dengue,52
0,0,0,SAN MARTIN,SACANCHE,HUALLAGA,2017,Dengue,52
0,0,0,LA LIBERTAD,HUANCHACO,TRUJILLO,2017,Dengue,52
0,0,0,SAN MARTIN,EL ESLABON,HUALLAGA,2017,Dengue,52
0,0,0,LAMBAYEQUE,SA�A,CHICLAYO,2017,Dengue,52
1,0,1,LORETO,REQUENA,REQUENA,2017,Dengue,52
0,0,0,LA LIBERTAD,PUEBLO NUEVO,CHEPEN,2017,Dengue,52
0,0,0,UCAYALI,MASISEA,CORONEL PORTILLO,2017,Dengue,52
0,0,0,SAN MARTIN,PAPAPLAYA,SAN MARTIN,2017,Dengue,52
8,3,5,AYACUCHO,AYNA,LA MAR,2017,Dengue,52
0,0,0,ICA,LOS AQUIJES,ICA,2017,Dengue,52
0,0,0,ICA,VISTA ALEGRE,NASCA,2017,Dengue,52
0,0,0,SAN MARTIN,POLVORA,TOCACHE,2017,Dengue,52
0,0,0,LIMA,PUENTE PIEDRA,LIMA,2017,Dengue,52
0,0,0,LAMBAYEQUE,LA VICTORIA,CHICLAYO,2017,Dengue,52
0,0,0,TUMBES,MATAPALO,ZARUMILLA,2017,Dengue,52
0,0,0,LIMA,CARABAYLLO,LIMA,2017,Dengue,52
0,0,0,LORETO,YAVARI,MARISCAL RAMON CASTILLA,2017,Dengue,52
0,0,0,ICA,NASCA,NASCA,2017,Dengue,52
1,0,1,LA LIBERTAD,PACANGA,CHEPEN,2017,Dengue,52
0,0,0,LIMA,PUEBLO LIBRE,LIMA,2017,Dengue,52
0,0,0,ICA,PARACAS,PISCO,2017,Dengue,52
0,0,0,PIURA,FRIAS,AYABACA,2017,Dengue,52
0,0,0,SAN MARTIN,PAJARILLO,MARISCAL CACERES,2017,Dengue,52
0,0,0,SAN MARTIN,CASPISAPA,PICOTA,2017,Dengue,52
0,0,0,TUMBES,AGUAS VERDES,ZARUMILLA,2017,Dengue,52
0,0,0,TUMBES,PAPAYAL,ZARUMILLA,2017,Dengue,52
0,0,0,LAMBAYEQUE,PATAPO,CHICLAYO,2017,Dengue,52
0,0,0,UCAYALI,TAHUANIA,ATALAYA,2017,Dengue,52
0,0,0,TUMBES,CASITAS,CONTRALMIRANTE VILLAR,2017,Dengue,52
0,0,0,LORETO,PADRE MARQUEZ,UCAYALI,2017,Dengue,52
0,0,0,SAN MARTIN,PICOTA,PICOTA,2017,Dengue,52
0,0,0,AMAZONAS,FLORIDA,BONGARA,2017,Dengue,52
0,0,0,ANCASH,CASMA,CASMA,2017,Dengue,52
0,0,0,AYACUCHO,ANCHIHUAY,LA MAR,2017,Dengue,52
0,0,0,CAJAMARCA,BELLAVISTA,JAEN,2017,Dengue,52
0,0,0,AMAZONAS,EL MILAGRO,UTCUBAMBA,2017,Dengue,52
0,0,0,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,2017,Dengue,52
0,0,0,MADRE DE DIOS,MADRE DE DIOS,MANU,2017,Dengue,52
0,0,0,LAMBAYEQUE,PACORA,LAMBAYEQUE,2017,Dengue,52
0,0,0,PIURA,SALITRAL,SULLANA,2017,Dengue,52
0,0,0,LAMBAYEQUE,LAGUNAS,CHICLAYO,2017,Dengue,52
0,0,0,LA LIBERTAD,PACASMAYO,PACASMAYO,2017,Dengue,52
0,0,0,LA LIBERTAD,CHOCOPE,ASCOPE,2017,Dengue,52
0,0,0,SAN MARTIN,RUMISAPA,LAMAS,2017,Dengue,52
0,0,0,PIURA,VICE,SECHURA,2017,Dengue,52
0,0,0,LORETO,YURIMAGUAS,ALTO AMAZONAS,2017,Dengue,52
0,0,0,TUMBES,ZORRITOS,CONTRALMIRANTE VILLAR,2017,Dengue,52
0,0,0,LORETO,FERNANDO LORES,MAYNAS,2017,Dengue,52
0,0,0,ICA,PISCO,PISCO,2017,Dengue,52
0,0,0,LAMBAYEQUE,PIMENTEL,CHICLAYO,2017,Dengue,52
0,0,0,CAJAMARCA,NAMBALLE,SAN IGNACIO,2017,Dengue,52
0,0,0,UCAYALI,IRAZOLA,PADRE ABAD,2017,Dengue,52
0,0,0,PIURA,CRISTO NOS VALGA,SECHURA,2017,Dengue,52
0,0,0,ICA,INDEPENDENCIA,PISCO,2017,Dengue,52
0,0,0,IMPORTADOS,IMPORTADOS,IMPORTADOS,2017,Dengue,52
0,0,0,ICA,EL INGENIO,NASCA,2017,Dengue,52
0,0,0,UCAYALI,ALEXANDER VON HUMBOLDT,PADRE ABAD,2017,Dengue,52
0,0,0,PIURA,LA BREA,TALARA,2017,Dengue,52
0,0,0,AMAZONAS,BAGUA GRANDE,UTCUBAMBA,2017,Dengue,52
0,0,0,LA LIBERTAD,PATAZ,PATAZ,2017,Dengue,52
0,0,0,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2017,Dengue,52
4,4,0,LORETO,PUNCHANA,MAYNAS,2017,Dengue,52
0,0,0,PASCO,CONSTITUCION,OXAPAMPA,2017,Dengue,52
0,0,0,LORETO,INDIANA,MAYNAS,2017,Dengue,52
0,0,0,LAMBAYEQUE,CHONGOYAPE,CHICLAYO,2017,Dengue,52
0,0,0,JUNIN,RIO TAMBO,SATIPO,2017,Dengue,52
2,1,1,LORETO,IQUITOS,MAYNAS,2017,Dengue,52
0,0,0,LA LIBERTAD,JEQUETEPEQUE,PACASMAYO,2017,Dengue,52
0,0,0,JUNIN,PANGOA,SATIPO,2017,Dengue,52
0,0,0,AYACUCHO,CANAYRE,HUANTA,2017,Dengue,52
0,0,0,SAN MARTIN,CAMPANILLA,MARISCAL CACERES,2017,Dengue,52
0,0,0,LA LIBERTAD,TRUJILLO,TRUJILLO,2017,Dengue,52
7,7,0,UCAYALI,YARINACOCHA,CORONEL PORTILLO,2017,Dengue,52
0,0,0,SAN MARTIN,RIOJA,RIOJA,2017,Dengue,52
0,0,0,JUNIN,VIZCATAN DEL ENE,SATIPO,2017,Dengue,52
0,0,0,PIURA,LANCONES,SULLANA,2017,Dengue,52
0,0,0,LIMA,COMAS,LIMA,2017,Dengue,52
0,0,0,PIURA,SAPILLICA,AYABACA,2017,Dengue,52
11,3,8,AYACUCHO,LLOCHEGUA,HUANTA,2017,Dengue,52
0,0,0,LORETO,PARINARI,LORETO,2017,Dengue,52
0,0,0,AMAZONAS,LA PECA,BAGUA,2017,Dengue,52
0,0,0,LA LIBERTAD,LAREDO,TRUJILLO,2017,Dengue,52
0,0,0,PIURA,CATACAOS,PIURA,2017,Dengue,52
0,0,0,LORETO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,2017,Dengue,52
0,0,0,CAJAMARCA,JAEN,JAEN,2017,Dengue,52
0,0,0,PIURA,PARI�AS,TALARA,2017,Dengue,52
0,0,0,LIMA,SAN JUAN DE MIRAFLORES,LIMA,2017,Dengue,52
0,0,0,LA LIBERTAD,ASCOPE,ASCOPE,2017,Dengue,52
0,0,0,UCAYALI,SEPAHUA,ATALAYA,2017,Dengue,52
0,0,0,ANCASH,CHIMBOTE,SANTA,2017,Dengue,52
1,1,0,PIURA,TAMBO GRANDE,PIURA,2017,Dengue,52
0,0,0,ICA,SUBTANJALLA,ICA,2017,Dengue,52
0,0,0,MADRE DE DIOS,I�APARI,TAHUAMANU,2017,Dengue,52
0,0,0,LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,2017,Dengue,52
0,0,0,ICA,SAN ANDRES,PISCO,2017,Dengue,52
0,0,0,PIURA,LA UNION,PIURA,2017,Dengue,52
0,0,0,PIURA,SUYO,AYABACA,2017,Dengue,52
0,0,0,LAMBAYEQUE,POMALCA,CHICLAYO,2017,Dengue,52
0,0,0,LA LIBERTAD,CHAO,VIRU,2017,Dengue,52
0,0,0,PIURA,MARCAVELICA,SULLANA,2017,Dengue,52
0,0,0,PIURA,PAITA,PAITA,2017,Dengue,52
0,0,0,ANCASH,NUEVO CHIMBOTE,SANTA,2017,Dengue,52
0,0,0,JUNIN,RIO NEGRO,SATIPO,2017,Dengue,52
0,0,0,ICA,RIO GRANDE,PALPA,2017,Dengue,52
0,0,0,ANCASH,HUARMEY,HUARMEY,2017,Dengue,52
0,0,0,LA LIBERTAD,CASCAS,GRAN CHIMU,2017,Dengue,52
0,0,0,PIURA,PACAIPAMPA,AYABACA,2017,Dengue,52
0,0,0,ICA,SAN JOSE DE LOS MOLINOS,ICA,2017,Dengue,52
0,0,0,UCAYALI,RAYMONDI,ATALAYA,2017,Dengue,52
0,0,0,PIURA,LA MATANZA,MORROPON,2017,Dengue,52
0,0,0,CUSCO,VILCABAMBA,LA CONVENCION,2017,Dengue,52
0,0,0,PIURA,MIGUEL CHECA,SULLANA,2017,Dengue,52
0,0,0,LIMA,VILLA MARIA DEL TRIUNFO,LIMA,2017,Dengue,52
0,0,0,CAJAMARCA,CAJAMARCA,CAJAMARCA,2017,Dengue,52
6,6,0,MADRE DE DIOS,INAMBARI,TAMBOPATA,2017,Dengue,52
0,0,0,PASCO,OXAPAMPA,OXAPAMPA,2017,Dengue,52
0,0,0,SAN MARTIN,UCHIZA,TOCACHE,2017,Dengue,52
0,0,0,PIURA,TAMARINDO,PAITA,2017,Dengue,52
0,0,0,LA LIBERTAD,VICTOR LARCO HERRERA,TRUJILLO,2017,Dengue,52
0,0,0,PIURA,EL ALTO,TALARA,2017,Dengue,52
0,0,0,JUNIN,SAN RAMON,CHANCHAMAYO,2017,Dengue,52
0,0,0,PIURA,IGNACIO ESCUDERO,SULLANA,2017,Dengue,52
0,0,0,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,2017,Dengue,52
1,1,0,LIMA,SAN JUAN DE LURIGANCHO,LIMA,2017,Dengue,52
0,0,0,ICA,PUEBLO NUEVO,CHINCHA,2017,Dengue,52
0,0,0,SAN MARTIN,BELLAVISTA,BELLAVISTA,2017,Dengue,52
0,0,0,LORETO,SAN PABLO,MARISCAL RAMON CASTILLA,2017,Dengue,52
0,0,0,PIURA,AYABACA,AYABACA,2017,Dengue,52
3,3,0,PIURA,PIURA,PIURA,2017,Dengue,52
0,0,0,ICA,ICA,ICA,2017,Dengue,52
0,0,0,PIURA,MANCORA,TALARA,2017,Dengue,52
0,0,0,CAJAMARCA,PUCARA,JAEN,2017,Dengue,52
